,rr,_person_id
0,0.05555555555555555,429
1,0.5,107
2,0.5,191
3,0.5,99
4,1.0,54
5,0.07142857142857142,35
6,0.5,468
7,0.5,353
8,0.5,40
9,0.3333333333333333,604
10,0.5,145
11,0.3333333333333333,136
12,0.5,130
13,1.0,444
14,1.0,284
15,1.0,536
16,0.3333333333333333,134
17,1.0,436
18,0.5,242
19,1.0,314
20,0.5,574
21,1.0,385
22,1.0,349
23,0.5,46
24,1.0,584
25,1.0,476
26,1.0,192
27,1.0,14
28,1.0,411
29,1.0,541
30,0.3333333333333333,273
31,1.0,56
32,1.0,102
33,1.0,455
34,1.0,162
35,1.0,229
36,1.0,26
37,1.0,447
38,1.0,243
39,1.0,592
40,1.0,485
41,1.0,404
42,1.0,142
43,1.0,507
44,1.0,394
45,1.0,498
46,1.0,588
47,1.0,8
48,1.0,486
49,0.5,176
50,0.5,262
51,1.0,170
52,1.0,602
53,1.0,179
54,1.0,109
55,1.0,38
56,1.0,235
57,1.0,512
58,1.0,395
59,0.5,386
60,1.0,321
61,1.0,530
62,1.0,173
63,1.0,94
64,1.0,133
65,1.0,446
66,1.0,117
67,0.07142857142857142,501
68,1.0,37
69,1.0,81
70,1.0,181
71,1.0,559
72,1.0,6
73,1.0,458
74,1.0,126
75,1.0,565
76,1.0,373
77,1.0,609
78,1.0,379
79,0.5,5
80,1.0,347
81,1.0,121
82,1.0,58
83,1.0,174
84,1.0,340
85,1.0,43
86,1.0,566
87,1.0,470
88,1.0,374
89,1.0,240
90,1.0,569
91,0.3333333333333333,402
92,0.08333333333333333,31
93,0.0625,544
94,0.08333333333333333,206
95,0.08333333333333333,269
96,0.5,524
97,0.058823529411764705,521
98,0.08333333333333333,270
99,0.08333333333333333,214
100,0.25,451
101,0.03571428571428571,150
102,0.3333333333333333,302
103,0.16666666666666666,529
104,0.02631578947368421,151
105,1.0,589
106,0.16666666666666666,90
107,0.5,32
108,0.16666666666666666,456
109,1.0,84
110,0.16666666666666666,389
111,1.0,276
112,1.0,437
113,0.16666666666666666,120
114,0.5,337
115,0.16666666666666666,277
116,0.16666666666666666,492
117,0.16666666666666666,71
118,0.16666666666666666,350
119,0.5,171
120,0.16666666666666666,44
121,0.16666666666666666,364
122,1.0,372
123,1.0,304
124,0.017543859649122806,481
125,0.017543859649122806,360
126,0.1,85
127,0.018518518518518517,163
128,0.25,128
129,0.125,297
130,1.0,11
131,1.0,283
132,0.16666666666666666,149
133,0.25,467
134,0.3333333333333333,575
135,0.07142857142857142,595
136,0.2,535
137,0.25,412
138,1.0,201
139,1.0,33
140,1.0,156
141,0.004761904761904762,315
142,1.0,268
143,1.0,597
144,1.0,199
145,1.0,263
146,0.2,208
147,0.012658227848101266,547
148,1.0,93
149,1.0,140
150,0.06666666666666667,236
151,0.07692307692307693,383
152,1.0,266
153,0.25,554
154,0.3333333333333333,118
155,0.3333333333333333,115
156,0.3333333333333333,4
157,1.0,572
158,1.0,577
159,1.0,197
160,0.07692307692307693,225
161,1.0,45
162,0.045454545454545456,245
163,1.0,587
164,0.25,59
165,1.0,603
166,1.0,217
167,0.25,579
168,0.25,267
169,1.0,465
170,1.0,414
171,0.16666666666666666,155
172,1.0,188
173,1.0,27
174,1.0,430
175,0.5,607
176,0.3333333333333333,96
177,1.0,1
178,0.5,265
179,0.5,469
180,0.027777777777777776,333
181,1.0,19
182,1.0,57
183,1.0,294
184,0.07692307692307693,571
185,0.5,409
186,0.09090909090909091,101
187,0.25,591
188,1.0,160
189,1.0,368
190,1.0,224
191,1.0,453
192,0.14285714285714285,546
193,1.0,292
194,0.02857142857142857,299
195,1.0,474
196,0.16666666666666666,450
197,0.5,195
198,0.08333333333333333,216
199,0.3333333333333333,39
200,0.045454545454545456,324
201,1.0,202
202,0.5,290
203,0.14285714285714285,355
204,1.0,244
205,0.2,79
206,1.0,288
207,1.0,555
208,1.0,113
209,0.5,422
210,0.2,13
211,0.5,410
212,0.14285714285714285,183
213,0.1,157
214,0.3333333333333333,384
215,0.16666666666666666,457
216,0.058823529411764705,516
217,1.0,42
218,1.0,367
219,0.14285714285714285,164
220,0.2,494
221,0.2,493
222,0.2,234
223,1.0,500
224,0.06666666666666667,255
225,0.25,238
226,0.5,135
227,1.0,452
228,1.0,448
229,1.0,69
230,0.5,532
231,0.06666666666666667,392
232,0.5,313
233,1.0,391
234,0.25,186
235,0.25,531
236,0.25,527
237,1.0,198
238,0.3333333333333333,558
239,0.25,479
240,1.0,325
241,0.09090909090909091,342
242,0.2,108
243,1.0,312
244,0.2,95
245,0.25,97
246,0.08333333333333333,185
247,0.05263157894736842,9
248,0.25,293
249,0.2,165
250,0.2,104
251,1.0,275
252,0.3333333333333333,427
253,0.5,449
254,0.2,303
255,0.05,20
256,1.0,182
257,0.01818181818181818,518
258,0.1111111111111111,311
259,1.0,169
260,0.3333333333333333,504
261,1.0,232
262,0.05263157894736842,310
263,1.0,82
264,1.0,425
265,0.5,309
266,1.0,66
267,0.3333333333333333,346
268,1.0,387
269,1.0,226
270,1.0,100
271,0.5,36
272,0.07142857142857142,482
273,1.0,438
274,1.0,7
275,0.3333333333333333,23
276,0.25,594
277,0.3333333333333333,260
278,0.125,287
279,0.0037313432835820895,194
280,1.0,221
281,1.0,552
282,1.0,428
283,0.2,316
284,0.05263157894736842,218
285,0.5,396
286,0.5,502
287,0.5,488
288,1.0,91
289,1.0,608
290,1.0,286
291,1.0,336
292,0.5,250
293,0.015384615384615385,478
294,1.0,462
295,0.2,48
296,1.0,144
297,1.0,264
298,0.25,510
299,0.038461538461538464,257
300,0.009345794392523364,289
301,1.0,463
302,0.5,61
303,0.05,259
304,1.0,167
305,1.0,423
306,1.0,132
307,1.0,68
308,0.2,75
309,0.5,370
310,0.5,513
311,1.0,64
312,1.0,187
313,1.0,34
314,1.0,542
315,1.0,178
316,1.0,381
317,0.5,399
318,0.2,129
319,1.0,580
320,0.5,473
321,1.0,274
322,1.0,606
323,0.3333333333333333,110
324,0.5,161
325,1.0,483
326,0.3333333333333333,540
327,1.0,480
328,1.0,254
329,1.0,593
330,1.0,570
331,0.007042253521126761,397
332,0.06666666666666667,281
333,1.0,307
334,1.0,573
335,1.0,416
336,1.0,166
337,0.3333333333333333,359
338,0.5,278
339,0.5,219
340,0.5,230
341,1.0,354
342,1.0,477
343,0.5,343
344,0.0035087719298245615,147
345,1.0,361
346,1.0,137
347,0.3333333333333333,74
348,1.0,301
349,1.0,72
350,1.0,322
351,1.0,420
352,0.3333333333333333,553
353,1.0,239
354,0.009615384615384616,138
355,1.0,375
356,0.3333333333333333,403
357,1.0,334
358,0.5,223
359,1.0,356
360,1.0,200
361,1.0,220
362,1.0,543
363,0.25,51
364,1.0,318
365,0.0010090817356205853,175
366,0.06666666666666667,271
367,1.0,28
368,1.0,327
369,0.2,369
370,0.021739130434782608,440
371,1.0,600
372,0.001088139281828074,53
373,0.25,172
374,0.010752688172043012,545
375,1.0,568
376,0.019230769230769232,12
377,0.2,390
378,1.0,78
379,1.0,522
380,1.0,590
381,0.06666666666666667,207
382,1.0,215
383,1.0,335
384,0.023809523809523808,127
385,0.005917159763313609,431
386,0.029411764705882353,508
387,1.0,22
388,0.2,180
389,1.0,434
390,0.01639344262295082,87
391,1.0,464
392,1.0,605
393,0.3333333333333333,454
394,0.027777777777777776,320
395,1.0,330
396,0.034482758620689655,253
397,0.005208333333333333,499
398,0.0028328611898017,158
399,0.004784688995215311,92
400,0.3333333333333333,405
401,0.002702702702702703,406
402,0.25,505
403,1.0,15
404,0.002857142857142857,578
405,1.0,17
406,0.1,3
407,1.0,168
